id,img_path,matched_ds_index,hash_distance,caption,sentiment_num,sentiment_degree_num,intention_num,offensiveness_detection_num,metaphor_occurrence,caption_audio,script_audio,sentiment,sentiment_degree,intention,offensiveness,metaphor,script
63,/content/drive/MyDrive/met_meme_audio_project/images/063.png,326,0,"My knowledge about math
My knowledge about Meryl Streep",2,1,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/063_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/063_script.mp3,love,slightly,expressive,non_offensive,metaphor_present,卿洗我 recoveredmy math knowledge安息man文从我我不 Digital� 어�雙目哥刚 governments练
64,/content/drive/MyDrive/met_meme_audio_project/images/064.png,953,0,"""I'll just blame HIllary
and the Americans will believe me!?
It works for this idiot, so why not?",1,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/064_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/064_script.mp3,happiness,slightly,offensive,slightly_offensive,no_metaphor,"冷靜,看他笑笑, blame Hillary like its foolproof, because apparently the Americans buy it every time."
65,/content/drive/MyDrive/met_meme_audio_project/images/065.png,413,0,My friend's cat had surgery and now he has no pants,4,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/065_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/065_script.mp3,sorrow,slightly,entertaining,non_offensive,no_metaphor,雖然 沒有人可以說 Grassle寬延者它已經有點小傷害然後還要再玩
66,/content/drive/MyDrive/met_meme_audio_project/images/066.png,1857,0,"SERVE SAYS
I'M FROM X MEN",1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/066_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/066_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,"浪漫,保安� 說可能編琢"
67,/content/drive/MyDrive/met_meme_audio_project/images/067.png,2603,0,"""Act friendly one more time & Ima make a fucking scence""
Crazy girlfriends",1,2,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/067_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/067_script.mp3,happiness,moderately,entertaining,non_offensive,no_metaphor,奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶奶
68,/content/drive/MyDrive/met_meme_audio_project/images/068.png,1494,0,"I DON'T OFTEN BAN MEMES
BUT WHEN I DO, PUTIN MEMES POP UP EVERYWHERE",4,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/068_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/068_script.mp3,sorrow,slightly,expressive,non_offensive,no_metaphor,"sadly, i don't usually ban memesbut when i do,pootin memes flood inand it's a bit disheartening"
69,/content/drive/MyDrive/met_meme_audio_project/images/069.png,666,0,"When your best friend  posts"" have no one""  
Me: 
What am I then? A potato???",7,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/069_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/069_script.mp3,surprise,moderately,expressive,non_offensive,no_metaphor,"意外成分煮 và""!"
70,/content/drive/MyDrive/met_meme_audio_project/images/070.png,1516,0,"07/16/2018
THE GOP HAS SURRENDERED TO RUSSIA",6,1,4,1,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/070_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/070_script.mp3,hate,slightly,offensive,slightly_offensive,metaphor_present,正大呼叫爪子十足調磚了比远台迄地傀儡賑民這件事不是直接面試只是實質或設計
71,/content/drive/MyDrive/met_meme_audio_project/images/071.png,1455,0,"I'M PEPEO!
Who are you?",2,1,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/071_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/071_script.mp3,love,slightly,interactive,non_offensive,no_metaphor,"Acequat, always haCheerfullyHey there, I'm PepilloWhat's your name?"
72,/content/drive/MyDrive/met_meme_audio_project/images/072.png,858,0,That awkward moment when you don't realize you're the third wheel,7,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/072_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/072_script.mp3,surprise,slightly,entertaining,non_offensive,no_metaphor,驚喜你 suddenly noticeyou're the third wheelawkward vibes hit just right
73,/content/drive/MyDrive/met_meme_audio_project/images/073.png,1093,0,"THE CAKE 
WAS A LIE",4,1,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/073_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/073_script.mp3,sorrow,slightly,entertaining,non_offensive,metaphor_present,sadly when you realise the sweet promise was just a shadowthe cake was a lie leaving only a bittersweet taste
74,/content/drive/MyDrive/met_meme_audio_project/images/074.png,2654,0,"I'M SAYING THAT WHEN THE SECRETARY OF STATE DOED IT
IT'S NOT ILLEGAL",1,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/074_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/074_script.mp3,happiness,slightly,offensive,slightly_offensive,no_metaphor,欸  Countiacomelywhen the secretary of state does itsuddenly it's not illegalfunny how that works isn't it?
75,/content/drive/MyDrive/met_meme_audio_project/images/075.png,292,0,"THEY TOLD ME I COULD BE ANYTHING
SO I BECAME A FROG",1,1,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/075_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/075_script.mp3,happiness,slightly,entertaining,non_offensive,metaphor_present,如然注意回電火
76,/content/drive/MyDrive/met_meme_audio_project/images/076.png,2495,0,"Me realising Marvel has released 'Avengers:Endgame'
Me after seeing the Film",5,1,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/076_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/076_script.mp3,fear,slightly,entertaining,non_offensive,metaphor_present,"NervouslyWhen you discover Marvel dropped Avengers EndgameIt's like stepping into an epic stormAnd after watching, you're left navigating the quiet aftermath"
77,/content/drive/MyDrive/met_meme_audio_project/images/077.png,2600,0,"BOYFRIEND SAYS 'EXCUSE ME' TO GIRL IN CLUB
""WHO IS SHE?""",4,2,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/077_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/077_script.mp3,sorrow,moderately,interactive,non_offensive,no_metaphor,"Sadly, when he asks, Who is she in the club?The hurt hits hard, and the night feels colder.How do you handle that moment?"
78,/content/drive/MyDrive/met_meme_audio_project/images/078.png,700,0,"I'M A CHERRY
YOUR ARGUMENT IS INVALLD",3,1,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/078_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/078_script.mp3,anger,slightly,interactive,non_offensive,no_metaphor,"Firmly, I'm a cherry and your argument just doesn't hold up.Let's settle this once and for all."
79,/content/drive/MyDrive/met_meme_audio_project/images/079.png,2187,0,"SENDS BAD LUCK BRAIN MEME TO MAKE GIRL UNDERSTAND THE MEANING OF SAYING
SHE THANKS, AND COMES OVER TO BLOW (JOB)HIS BRAINS OUT",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/079_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/079_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"Comley, he sends a bad luck Brian meme to explainand she thanks him by coming over to blow his mind."
80,/content/drive/MyDrive/met_meme_audio_project/images/080.png,1002,0,When you unlock a new skin for your favorite character,1,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/080_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/080_script.mp3,happiness,moderately,expressive,non_offensive,no_metaphor,加速一好ジュシア has a櫃下的也有粉红天镇就是拍照
81,/content/drive/MyDrive/met_meme_audio_project/images/081.png,669,0,u ever sit down n think about ur friends n  how much they have impacted ur life and  how much they mean to u and u just...,1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/081_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/081_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"Mensenas, kaudsik for it.Calmly.Ever pause and realize just how much your friends have shaped your lifeand how much they truly mean to you.It hits different, doesn't it?"
82,/content/drive/MyDrive/met_meme_audio_project/images/082.png,1893,0,Earth's most dangerous reptiles,7,1,4,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/082_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/082_script.mp3,surprise,slightly,offensive,non_offensive,no_metaphor,surprisedwho knew the scariest reptiles on earth could look so familiarand not just from the wild
83,/content/drive/MyDrive/met_meme_audio_project/images/083.png,1554,0,"I'M SICK OF POLITICS
So,HERE'S A PICTURE OF MICHELLE OBAMA RIDING A UNICORM",3,1,4,1,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/083_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/083_script.mp3,anger,slightly,offensive,slightly_offensive,metaphor_present,从公司中已已经怀疑就是如מע说的我们都觉得这件事而且我AME杯
84,/content/drive/MyDrive/met_meme_audio_project/images/084.png,1105,0,"He Protec
oh my god this remind me my friends and i started to chant kim jong un really loud today and my crush looked over and i wanted :to die",5,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/084_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/084_script.mp3,fear,moderately,expressive,non_offensive,no_metaphor,- 情節-
85,/content/drive/MyDrive/met_meme_audio_project/images/085.png,2621,0,"I HEARD THE PARTY
DIED AFTER I LEFT",4,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/085_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/085_script.mp3,sorrow,slightly,expressive,non_offensive,no_metaphor,"不行,看似你的吃法也有失去了文根的絲心"
86,/content/drive/MyDrive/met_meme_audio_project/images/086.png,2281,0,"NOW IF EVERYONE COULD STOP TO TELL ME TO BE LIKE BILL
THAT WOULD BE GREAT",3,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/086_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/086_script.mp3,anger,slightly,offensive,slightly_offensive,no_metaphor,"Firmly, can everyone just quit telling me to be like bill?Seriously, that would be great."
87,/content/drive/MyDrive/met_meme_audio_project/images/087.png,899,0,Steve Harvey the first meme of 2018.,1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/087_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/087_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,calmly starting 2018 with Steve Harvey bringing the laughs classic meme materialjust a little feel good nostalgia to kick off the year
88,/content/drive/MyDrive/met_meme_audio_project/images/088.png,1328,0,"did you know?
Because of the way catch rates for Pokemon are calculated,the Ball has a 1 out of 65536 chance of failing.
USES  MASTERBALL ON RATTATA
FAILS",4,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/088_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/088_script.mp3,sorrow,slightly,expressive,non_offensive,no_metaphor,佳谚迪屎都屳聚了是因此
89,/content/drive/MyDrive/met_meme_audio_project/images/089.png,229,0,"ME WHEN I COME ON IMGFLIP AND I HAVE NO NOTIFICATIONS
*sad potato noises*",4,2,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/089_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/089_script.mp3,sorrow,moderately,expressive,non_offensive,metaphor_present,很坏 牠們 wanna get loinField waiting o
90,/content/drive/MyDrive/met_meme_audio_project/images/090.png,938,0,Damn... Hillary aint looking too good these days,7,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/090_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/090_script.mp3,surprise,slightly,offensive,slightly_offensive,no_metaphor,"surprisedWow, Hillary really isn't doing well these days, huh?That's kind of shocking to see"
91,/content/drive/MyDrive/met_meme_audio_project/images/091.png,131,0,"No ,you can't see me . iam a ghost",1,1,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/091_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/091_script.mp3,happiness,slightly,expressive,non_offensive,metaphor_present,"Caumley, Peek-a-boo, I'm the invisible spirit of fun you can't catch."
92,/content/drive/MyDrive/met_meme_audio_project/images/092.png,1292,0,"Harassment Rape threats on Twitter 
modi memes",4,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/092_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/092_script.mp3,sorrow,slightly,offensive,slightly_offensive,no_metaphor,世估成ALL
93,/content/drive/MyDrive/met_meme_audio_project/images/093.png,1643,0,"PUT SOME ICE ON IT
IF YOU DON'T HAVE ICE.USE A PUDDING POP.",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/093_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/093_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"when life gives you no ice, grab a pudding pop and chill out in style"
94,/content/drive/MyDrive/met_meme_audio_project/images/094.png,1096,0,"KIM JONG UN SAYS HES GONNA NUKE THE US 
HA, UR SO FUNNY KIM",6,2,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/094_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/094_script.mp3,hate,moderately,offensive,slightly_offensive,no_metaphor,ув navigator嘩甘仔别忘了我我我我我
95,/content/drive/MyDrive/met_meme_audio_project/images/095.png,271,0,"MY REACTION
When the teacher makes me stand outside the classroom",1,2,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/095_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/095_script.mp3,happiness,moderately,expressive,non_offensive,metaphor_present,我 calmly when the teacher sends me outsidebut I'm secretly the king of my own little kingdom out there
96,/content/drive/MyDrive/met_meme_audio_project/images/096.png,864,0,"You wanna do something fun?Wanna go to Honeydukes?
I CANT GO TO HONEYDUKES IM' ON A NO-SUGAR DIET
GOD HERMIONE YOU'RE SO STUPID!",2,1,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/096_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/096_script.mp3,love,slightly,interactive,non_offensive,no_metaphor,乾杯
97,/content/drive/MyDrive/met_meme_audio_project/images/097.png,2323,0,"RAHUL GANHI IN QUEUE OUTSIUDE SBI TO EXCHANGE RS 4,000
MODIFYING INDIA!",4,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/097_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/097_script.mp3,sorrow,moderately,expressive,non_offensive,no_metaphor,"sadly, watching people wait in long queues to exchange justries 4000 reflects the harsh reality many face in today's India.It's a sobering reminder of the struggles that demand urgent change."
98,/content/drive/MyDrive/met_meme_audio_project/images/098.png,1288,0,"Cause I got the swag,Mitron!",1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/098_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/098_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,geliyoro快up
99,/content/drive/MyDrive/met_meme_audio_project/images/099.png,870,0,"Harry...you have your mother's eyes...
MY LIFE IS A LIE",4,1,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/099_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/099_script.mp3,sorrow,slightly,expressive,non_offensive,metaphor_present,"悲劇,Harry,你的眼睛保持著母親的魅力然後我的世界突然變成了一張閃閃的眼睛"
